Mean_Intensity,Edge_Density,Motion_Mag,Entropy,Temp_C,Vib_RMS,Motion_Flag,Class_Label,Importance_Score,Decision_Label
0.33,0.546,0.06,3.471,33.82,0.298,1,1,0.595,2
0.478,0.436,0.883,4.455,29.34,0.473,1,3,0.558,2
0.358,0.181,0.674,4.161,32.66,0.259,1,2,0.824,2
0.363,0.085,0.37,3.337,29.46,0.509,1,2,0.51,0
0.286,0.02,0.19,2.602,33.96,0.162,0,2,0.473,1
0.557,0.078,0.817,2.715,34.88,0.606,0,0,0.306,2
0.662,0.197,0.603,2.836,34.38,0.625,1,0,0.18,4
0.664,0.363,0.36,2.44,30.84,0.463,1,0,0.001,2
0.205,0.051,0.444,4.086,26.84,0.295,0,3,0.322,2
0.625,0.097,0.827,1.389,29.72,0.012,1,2,0.633,3
0.542,0.126,0.339,5.347,30.24,0.097,0,1,0.559,3
0.252,0.414,0.09,4.461,35.6,0.064,0,1,0.531,3
0.14,0.404,0.911,2.201,31.65,0.008,0,4,0.772,0
0.261,0.362,0.387,1.0,32.41,0.578,0,0,0.233,4
0.647,0.17,0.348,4.143,33.82,0.765,0,3,0.679,1
0.48,0.248,0.204,4.251,31.68,0.009,0,4,0.607,4
0.533,0.072,0.897,5.329,31.98,0.09,0,3,0.339,6
0.254,0.155,0.218,1.992,28.45,0.689,0,1,0.219,3
0.532,0.585,0.637,1.189,26.59,0.551,1,2,0.563,4
0.117,0.637,0.881,5.101,33.21,0.324,0,1,0.945,0
0.325,0.425,0.035,2.016,34.49,0.794,1,1,0.076,6
0.476,0.597,0.829,4.191,30.12,0.459,1,0,0.953,2
0.188,0.421,0.411,1.085,31.49,0.536,1,1,0.465,3
0.594,0.031,0.658,4.375,29.07,0.523,1,3,0.71,1
0.241,0.648,0.372,1.397,30.5,0.178,1,2,0.803,6
0.491,0.073,0.696,4.069,28.09,0.39,0,0,0.152,0
0.343,0.447,0.254,3.302,33.6,0.173,0,4,0.045,4
0.458,0.172,0.022,5.291,30.92,0.408,0,1,0.128,6
0.164,0.261,0.948,0.974,31.47,0.025,1,0,0.341,1
0.11,0.423,0.016,2.173,26.37,0.306,0,0,0.957,1
0.646,0.289,0.824,1.127,32.22,0.298,1,0,0.043,3
0.262,0.17,0.169,4.932,28.03,0.233,0,3,0.92,2
0.592,0.224,0.392,3.591,29.83,0.063,1,4,0.561,0
0.7,0.229,0.822,3.314,30.13,0.617,1,0,0.102,6
0.227,0.624,0.206,1.418,30.49,0.336,1,3,0.153,4
0.259,0.521,0.866,3.098,28.27,0.651,0,4,0.689,4
0.498,0.303,0.498,2.674,34.5,0.669,1,2,0.608,0
0.679,0.138,0.366,2.284,30.28,0.171,0,3,0.167,6
0.649,0.529,0.662,4.429,32.12,0.337,0,0,0.904,0
0.402,0.111,0.341,1.088,32.14,0.577,1,1,0.133,6
0.577,0.145,0.347,3.839,32.07,0.4,1,3,0.512,6
0.181,0.244,0.734,4.668,31.59,0.684,0,2,0.528,1
0.686,0.573,0.31,5.064,34.23,0.457,1,4,0.871,5
0.679,0.094,0.201,4.306,34.13,0.504,0,2,0.022,5
0.198,0.088,0.808,2.128,30.17,0.63,0,4,0.136,6
0.28,0.326,0.805,3.622,32.36,0.098,0,3,0.171,2
0.16,0.187,0.498,1.465,27.03,0.467,0,4,0.063,2
0.263,0.374,0.527,1.35,26.91,0.068,1,0,0.631,3
0.59,0.299,0.696,3.802,30.8,0.208,1,3,0.23,5
0.327,0.288,0.509,4.8,35.0,0.17,0,1,0.577,4
0.153,0.082,0.417,1.116,32.5,0.454,1,2,0.783,4
0.305,0.1,0.995,1.298,32.69,0.675,1,2,0.409,5
0.689,0.535,0.148,3.458,27.58,0.106,1,3,0.769,5
0.478,0.577,0.593,1.826,30.53,0.615,0,1,0.778,0
0.35,0.16,0.886,3.676,30.01,0.114,0,3,0.263,5
0.2,0.083,0.687,1.808,33.83,0.152,0,0,0.016,3
0.692,0.044,0.881,1.347,27.38,0.734,0,0,0.103,2
0.593,0.399,0.336,3.364,31.39,0.008,1,1,0.824,6
0.269,0.468,0.272,4.852,35.11,0.158,0,3,0.405,5
0.142,0.249,0.851,4.02,34.92,0.172,0,1,0.839,2
0.134,0.445,0.394,4.648,34.52,0.226,1,1,0.548,2
0.172,0.466,0.71,2.052,29.75,0.291,0,0,0.197,6
0.448,0.609,0.148,4.964,35.41,0.083,0,0,0.712,3
0.657,0.052,0.756,2.572,34.05,0.375,0,1,0.558,3
0.398,0.133,0.549,4.807,34.51,0.319,0,1,0.352,0
0.606,0.054,0.269,3.015,35.32,0.5,0,4,0.088,1
0.368,0.566,0.495,2.059,35.37,0.694,1,0,0.102,3
0.525,0.517,0.697,2.023,28.4,0.238,1,1,0.189,2
0.539,0.378,0.012,3.468,27.28,0.437,0,4,0.673,3
0.204,0.064,0.637,1.171,32.91,0.297,1,1,0.728,1
0.317,0.185,0.542,5.171,31.63,0.032,1,4,0.631,3
0.482,0.201,0.22,2.076,29.27,0.657,1,1,0.337,2
0.142,0.369,0.753,2.377,32.84,0.507,0,3,0.44,0
0.317,0.175,0.303,1.897,26.62,0.002,1,0,0.71,3
0.421,0.057,0.277,0.814,26.47,0.2,1,1,0.66,2
0.698,0.478,0.471,4.055,29.54,0.247,1,2,0.773,3
0.385,0.201,0.676,3.576,27.94,0.649,1,2,0.241,0
0.59,0.3,0.929,4.605,33.19,0.609,0,4,0.004,6
0.359,0.092,0.141,0.993,35.48,0.317,0,0,0.266,4
0.578,0.524,0.396,5.165,32.62,0.126,1,4,0.348,2
0.457,0.372,0.067,2.355,32.55,0.309,1,0,0.961,2
0.632,0.587,0.759,5.091,26.07,0.648,0,2,0.218,3
0.347,0.327,0.448,1.304,31.12,0.362,0,2,0.826,4
0.463,0.613,0.707,4.296,34.17,0.093,1,4,0.623,6
0.478,0.581,0.322,3.523,32.54,0.031,1,3,0.168,2
0.35,0.379,0.844,2.483,28.28,0.267,1,2,0.404,2
0.187,0.608,0.535,1.172,34.48,0.119,1,0,0.51,4
0.156,0.217,0.944,3.642,35.64,0.596,1,1,0.344,3
0.11,0.244,0.079,0.924,28.79,0.223,0,1,0.226,5
0.624,0.039,0.514,3.156,28.07,0.702,0,1,0.253,2
0.242,0.387,0.766,3.64,29.39,0.494,1,2,0.585,2
0.227,0.472,0.6,4.243,26.63,0.315,1,3,0.688,0
0.542,0.505,0.023,5.459,34.73,0.488,0,2,0.469,1
0.292,0.106,0.972,2.022,35.29,0.236,1,0,0.942,2
0.404,0.294,0.298,2.315,32.33,0.113,0,2,0.729,2
0.198,0.123,0.249,2.403,33.64,0.771,1,2,0.892,5
0.676,0.434,0.486,4.238,32.69,0.451,1,2,0.476,2
0.611,0.111,0.542,5.18,29.77,0.006,0,2,0.015,5
0.618,0.589,0.766,5.379,32.32,0.248,0,0,0.592,0
0.344,0.158,0.393,5.245,34.36,0.128,1,2,0.818,4
0.557,0.196,0.44,4.933,34.1,0.207,0,3,0.537,1
0.186,0.555,0.535,5.458,26.81,0.045,0,4,0.568,0
0.105,0.303,0.394,2.567,30.63,0.196,0,0,0.975,1
0.112,0.025,0.915,5.257,29.97,0.546,1,3,0.366,3
0.452,0.327,0.851,4.377,33.52,0.656,1,1,0.802,2
0.373,0.064,0.455,1.592,31.01,0.278,0,1,0.505,4
0.411,0.641,0.0,1.014,29.5,0.418,1,0,0.464,1
0.104,0.386,0.901,1.808,33.06,0.033,0,4,0.146,5
0.354,0.174,0.124,4.46,30.74,0.073,0,2,0.748,5
0.531,0.371,0.245,3.769,28.57,0.442,0,0,0.823,2
0.366,0.059,0.152,1.854,34.9,0.672,0,2,0.431,6
0.539,0.522,0.18,4.287,27.13,0.07,0,2,0.764,6
0.24,0.602,0.803,1.464,26.18,0.335,1,1,0.581,4
0.588,0.57,0.58,4.663,27.44,0.776,1,4,0.258,2
0.453,0.229,0.956,4.533,27.64,0.591,1,2,0.924,5
0.226,0.218,0.231,5.371,31.38,0.158,1,0,0.697,2
0.242,0.032,0.486,1.506,32.25,0.228,0,1,0.878,4
0.477,0.427,0.977,5.061,30.49,0.758,1,2,0.281,2
0.598,0.352,0.826,2.403,28.04,0.177,0,1,0.916,5
0.349,0.304,0.729,2.755,27.32,0.353,0,1,0.365,3
0.255,0.591,0.189,3.002,30.92,0.284,0,0,0.01,0
0.62,0.117,0.769,3.746,31.65,0.392,1,0,0.075,1
0.502,0.016,0.348,5.475,29.04,0.189,1,3,0.089,6
0.369,0.057,0.531,3.62,28.2,0.535,0,2,0.207,4
0.393,0.153,0.609,5.156,26.81,0.188,1,1,0.187,0
0.223,0.031,0.609,1.999,26.26,0.482,1,3,0.058,1
0.476,0.332,0.727,2.673,27.06,0.286,0,0,0.895,4
0.315,0.211,0.662,3.171,33.42,0.201,1,4,0.828,4
0.697,0.126,0.068,2.318,29.44,0.556,1,1,0.763,3
0.388,0.49,0.457,5.391,26.27,0.772,1,4,0.479,4
0.392,0.141,0.664,4.211,31.08,0.696,0,4,0.425,3
0.44,0.45,0.296,3.051,31.36,0.069,0,1,0.425,1
0.65,0.234,0.313,4.331,30.29,0.364,1,3,0.262,2
0.58,0.338,0.125,2.997,27.11,0.556,1,3,0.608,5
0.371,0.608,0.419,0.881,33.55,0.45,1,1,0.059,3
0.531,0.034,0.987,3.353,32.89,0.581,1,2,0.659,2
0.452,0.33,0.285,3.738,29.95,0.78,1,4,0.514,2
0.395,0.557,0.531,5.412,29.81,0.274,1,3,0.817,4
0.215,0.386,0.743,0.992,27.56,0.617,0,1,0.973,0
0.378,0.187,0.013,3.207,33.54,0.075,1,0,0.877,2
0.247,0.265,0.9,1.261,32.0,0.696,0,0,0.72,6
0.649,0.445,0.387,1.5,26.86,0.623,1,1,0.433,0
0.301,0.58,0.869,3.669,29.78,0.417,0,2,0.215,3
0.671,0.036,0.039,1.888,35.04,0.657,0,0,0.665,6
0.42,0.056,0.146,4.321,30.52,0.533,0,2,0.202,2
0.479,0.218,0.323,3.217,29.25,0.442,1,1,0.02,6
0.426,0.159,0.345,1.826,32.44,0.757,0,1,0.573,2
0.178,0.18,0.848,3.121,28.03,0.104,0,4,0.394,2
0.325,0.152,0.011,0.804,31.24,0.794,0,1,0.876,0
0.159,0.135,0.641,4.855,32.7,0.124,0,2,0.646,3
0.474,0.094,0.131,0.86,34.55,0.384,1,3,0.647,0
0.368,0.608,0.823,0.833,32.93,0.185,0,0,0.788,1
0.567,0.102,0.779,3.674,29.84,0.218,0,0,0.336,6
0.232,0.141,0.5,5.376,33.68,0.505,0,4,0.958,1
0.199,0.168,0.213,4.823,34.98,0.028,0,3,0.221,5
0.344,0.607,0.634,1.984,30.78,0.753,0,2,0.872,4
0.656,0.494,0.156,1.724,26.05,0.224,1,2,0.911,2
0.526,0.515,0.19,3.743,34.81,0.218,0,4,0.039,1
0.351,0.077,0.627,4.666,27.65,0.691,1,1,0.632,1
0.41,0.545,0.991,2.502,27.26,0.612,1,3,0.749,5
0.151,0.271,0.891,2.832,29.08,0.537,0,0,0.954,0
0.691,0.178,0.593,1.343,29.8,0.117,1,3,0.251,3
0.5,0.378,0.539,1.518,33.99,0.616,1,4,0.562,2
0.271,0.536,0.998,3.471,29.89,0.289,0,1,0.773,2
0.451,0.508,0.547,1.282,26.49,0.795,0,3,0.148,4
0.166,0.58,0.42,1.75,32.36,0.537,0,1,0.853,3
0.68,0.604,0.91,1.903,32.71,0.669,1,3,0.404,2
0.205,0.162,0.234,2.886,34.14,0.587,0,0,0.64,0
0.489,0.281,0.098,1.014,29.99,0.475,1,2,0.042,2
0.247,0.019,0.634,3.149,26.86,0.573,0,3,0.223,1
0.531,0.573,0.096,5.165,31.53,0.478,0,2,0.478,2
0.566,0.109,0.373,0.915,27.21,0.041,1,2,0.289,1
0.504,0.561,0.424,3.766,26.17,0.276,0,2,0.958,3
0.469,0.221,0.548,4.728,33.79,0.253,1,4,0.795,6
0.635,0.246,0.992,2.269,30.03,0.571,1,0,0.865,1
0.147,0.035,0.221,1.418,31.25,0.461,0,2,0.466,3
0.299,0.219,0.376,1.004,32.63,0.488,1,0,0.474,6
0.249,0.579,0.132,3.826,30.01,0.678,0,3,0.805,5
0.693,0.026,0.608,3.396,26.51,0.42,0,0,0.388,6
0.334,0.27,0.728,1.878,28.53,0.175,0,1,0.481,4
0.54,0.03,0.482,4.709,27.94,0.01,1,2,0.529,6
0.511,0.247,0.246,4.257,35.77,0.128,1,3,0.607,1
0.227,0.12,0.621,2.099,33.4,0.024,1,2,0.65,3
0.243,0.171,0.539,4.341,30.52,0.19,0,2,0.681,0
0.269,0.572,0.171,1.951,26.63,0.508,0,3,0.444,3
0.347,0.289,0.406,3.974,27.16,0.121,0,3,0.295,4
0.241,0.185,0.435,1.357,34.13,0.066,1,4,0.92,1
0.112,0.387,0.983,4.054,35.45,0.777,1,4,0.827,0
0.628,0.101,0.849,1.922,26.31,0.798,0,4,0.003,3
0.679,0.176,0.734,3.491,35.1,0.51,0,0,0.513,1
0.305,0.36,0.889,1.611,29.81,0.087,1,1,0.275,4
0.303,0.162,0.735,4.212,28.14,0.657,1,1,0.643,2
0.104,0.445,0.903,1.086,27.02,0.431,1,0,0.503,5
0.508,0.325,0.055,1.577,33.72,0.146,1,4,0.021,4
0.595,0.504,0.456,1.665,30.69,0.461,0,1,0.728,4
0.188,0.617,0.747,0.994,34.32,0.032,1,4,0.275,1
0.196,0.084,0.583,4.302,28.26,0.778,1,3,0.26,1
0.574,0.224,0.175,5.41,32.79,0.661,0,0,0.032,5
0.47,0.215,0.34,4.458,27.18,0.209,0,4,0.828,3
0.127,0.107,0.318,4.845,26.9,0.335,0,0,0.579,0
0.474,0.529,0.261,0.828,27.33,0.316,0,2,0.485,4
0.285,0.496,0.343,1.354,34.09,0.689,1,0,0.676,6
0.321,0.32,0.515,3.427,32.56,0.284,0,0,0.345,1
0.562,0.354,0.855,5.396,27.66,0.038,1,4,0.569,6
0.587,0.048,0.742,3.905,29.85,0.172,1,0,0.249,1
0.34,0.366,0.835,2.558,33.64,0.172,1,2,0.063,4
0.668,0.516,0.884,1.487,28.86,0.759,0,3,0.561,3
0.344,0.377,0.416,1.518,35.21,0.739,0,1,0.221,1
0.563,0.18,0.346,2.505,35.15,0.24,1,3,0.75,2
0.39,0.437,0.058,4.155,31.53,0.002,1,0,0.452,2
0.639,0.241,0.93,0.95,32.32,0.414,0,2,0.25,0
0.645,0.359,0.066,4.805,32.53,0.638,0,2,0.608,6
0.152,0.322,0.741,5.225,28.58,0.215,1,3,0.117,3
0.662,0.254,0.378,4.977,29.65,0.351,0,4,0.761,6
0.595,0.47,0.949,5.091,27.36,0.138,0,1,0.452,4
0.575,0.576,0.42,0.872,35.25,0.262,1,0,0.813,6
0.221,0.013,0.817,5.396,33.24,0.607,0,0,0.138,4
0.583,0.608,0.283,2.522,26.46,0.343,1,3,0.383,4
0.61,0.337,0.299,4.886,31.49,0.358,0,2,0.18,2
0.273,0.458,0.596,1.678,29.43,0.632,1,2,0.061,4
0.671,0.558,0.998,2.899,34.15,0.61,1,4,0.955,5
0.13,0.309,0.518,1.008,29.44,0.15,0,1,0.727,0
0.19,0.544,0.936,0.988,32.44,0.332,0,0,0.326,2
0.423,0.124,0.786,5.233,27.66,0.679,0,3,0.246,1
0.445,0.112,0.796,4.61,31.59,0.365,1,4,0.204,3
0.487,0.431,0.436,3.29,28.94,0.529,0,1,0.043,5
0.11,0.567,0.387,3.27,27.65,0.245,1,0,0.103,1
0.676,0.581,0.192,4.319,32.19,0.048,1,1,0.103,1
0.127,0.422,0.964,2.406,32.39,0.132,0,0,0.666,3
0.186,0.346,0.959,4.381,35.83,0.321,1,1,0.595,3
0.108,0.222,0.747,3.08,32.69,0.283,1,1,0.568,4
0.44,0.637,0.296,3.798,31.16,0.717,1,3,0.734,4
0.659,0.215,0.245,5.335,35.13,0.436,0,4,0.251,0
0.5,0.486,0.989,3.015,34.28,0.502,0,2,0.342,3
0.594,0.35,0.067,2.767,31.49,0.551,0,1,0.127,6
0.108,0.399,0.844,5.057,31.11,0.425,0,3,0.588,3
0.425,0.262,0.355,5.042,35.42,0.616,0,2,0.933,6
0.376,0.627,0.419,5.464,32.17,0.626,0,4,0.863,1
0.399,0.376,0.832,3.389,33.14,0.281,0,4,0.555,6
0.143,0.61,0.091,2.418,26.87,0.068,0,1,0.645,4
0.511,0.015,0.354,1.93,33.18,0.789,1,0,0.992,0
0.402,0.377,0.952,0.96,28.65,0.514,1,4,0.517,4
0.559,0.469,0.699,4.216,27.16,0.567,0,3,0.871,3
0.391,0.487,0.755,1.897,34.5,0.605,1,1,0.501,0
0.19,0.589,0.758,3.651,32.91,0.49,1,4,0.048,4
0.489,0.013,0.061,5.108,30.08,0.377,0,1,0.935,1
0.203,0.01,0.203,5.266,30.31,0.788,0,0,0.112,4
0.623,0.312,0.491,0.821,27.97,0.582,0,4,0.704,4
0.468,0.029,0.368,2.29,26.1,0.677,0,1,0.238,0
0.194,0.634,0.411,4.736,29.49,0.352,0,3,0.901,5
0.677,0.152,0.781,3.321,27.48,0.724,0,4,0.2,0
0.411,0.313,0.015,4.595,30.22,0.586,0,0,0.14,2
0.144,0.049,0.66,4.811,34.34,0.597,1,2,0.439,5
0.476,0.344,0.0,2.88,27.15,0.07,0,2,0.497,3
0.252,0.253,0.063,2.487,26.92,0.494,1,1,0.819,1
0.582,0.039,0.408,2.941,35.02,0.268,1,4,0.762,4
0.591,0.224,0.841,3.868,33.45,0.535,0,4,0.328,0
0.687,0.261,0.145,2.526,26.53,0.455,0,0,0.385,4
0.401,0.644,0.555,4.442,26.8,0.089,1,2,0.577,5
0.373,0.143,0.679,5.049,32.85,0.424,0,3,0.552,5
0.552,0.359,0.23,2.127,29.7,0.361,1,2,0.862,6
0.179,0.642,0.512,5.335,33.24,0.621,1,4,0.472,4
0.428,0.517,0.911,3.727,30.04,0.402,1,3,0.894,4
0.428,0.646,0.512,4.927,35.68,0.385,1,3,0.205,4
0.154,0.63,0.157,1.288,32.94,0.576,1,0,0.868,1
0.351,0.323,0.628,1.982,26.47,0.535,0,1,0.304,5
0.612,0.456,0.592,2.309,29.31,0.793,1,1,0.789,1
0.614,0.081,0.027,2.223,31.64,0.282,1,0,0.565,5
0.16,0.292,0.091,1.608,27.42,0.551,0,4,0.876,1
0.154,0.528,0.157,4.881,26.03,0.134,1,4,0.231,6
0.258,0.333,0.136,2.767,26.79,0.644,0,1,0.701,5
0.625,0.46,0.259,5.327,31.24,0.629,0,2,0.849,1
0.177,0.487,0.454,3.542,32.32,0.581,1,0,0.777,6
0.532,0.172,0.372,1.45,26.93,0.095,0,2,0.566,5
0.161,0.57,0.891,3.366,32.65,0.79,1,0,0.675,2
0.474,0.304,0.612,5.47,32.17,0.754,1,0,0.197,0
0.314,0.145,0.876,3.456,35.4,0.296,1,1,0.216,3
0.573,0.564,0.527,0.809,34.41,0.462,1,1,0.267,6
0.24,0.277,0.09,5.185,35.43,0.711,1,2,0.828,3
0.484,0.49,0.463,1.904,35.66,0.396,0,4,0.167,0
0.241,0.361,0.822,4.036,30.41,0.479,0,3,0.299,3
0.528,0.254,0.194,3.221,30.88,0.483,1,2,0.92,2
0.624,0.528,0.091,2.33,28.82,0.519,1,0,0.755,0
0.176,0.384,0.329,2.128,31.08,0.46,1,3,0.733,3
0.62,0.26,0.389,5.165,27.51,0.325,1,3,0.455,6
0.456,0.08,0.306,5.086,32.71,0.432,0,3,0.702,4
0.176,0.583,0.135,3.212,26.25,0.697,1,3,0.566,5
0.357,0.033,0.251,2.015,28.36,0.691,1,3,0.071,2
0.197,0.562,0.682,1.281,28.08,0.618,0,2,0.577,3
0.52,0.24,0.386,1.536,35.38,0.331,0,1,0.452,5
0.555,0.419,0.633,3.255,27.45,0.629,0,1,0.114,2
0.163,0.6,0.536,2.247,34.91,0.31,0,0,0.344,5
0.404,0.107,0.549,0.998,27.24,0.531,0,4,0.895,0
0.589,0.373,0.249,2.939,32.51,0.454,1,2,0.804,0
0.662,0.499,0.522,4.307,29.2,0.24,1,3,0.914,0
0.408,0.495,0.024,4.991,29.16,0.362,1,1,0.717,3
0.67,0.346,0.432,3.551,35.98,0.664,1,0,0.633,1
0.421,0.41,0.573,4.199,28.26,0.73,0,3,0.139,2
0.337,0.495,0.182,2.511,28.03,0.164,0,0,0.107,5
0.609,0.548,0.257,3.132,31.89,0.365,0,3,0.247,3
0.396,0.498,0.22,4.229,33.41,0.347,0,3,0.314,2
0.383,0.237,0.071,4.22,35.83,0.391,0,1,0.607,4
0.394,0.648,0.348,2.795,33.01,0.781,1,1,0.877,6
0.608,0.288,0.979,3.355,31.62,0.415,1,3,0.891,0
0.599,0.026,0.354,5.142,30.09,0.664,1,1,0.682,0
0.342,0.242,0.461,3.77,31.95,0.531,0,2,0.574,5
0.3,0.092,0.653,3.82,32.01,0.086,1,3,0.244,1
0.395,0.088,0.648,4.488,28.18,0.557,1,1,0.938,0
0.444,0.19,0.95,1.342,32.71,0.518,1,0,0.671,4
0.243,0.044,0.858,3.258,28.04,0.607,0,0,0.533,2
0.576,0.451,0.794,5.309,30.9,0.06,0,0,0.104,3
0.392,0.057,0.952,2.5,28.6,0.193,0,4,0.826,0
0.3,0.14,0.231,2.186,29.13,0.615,1,0,0.349,3
0.164,0.069,0.617,3.626,32.14,0.296,1,0,0.901,6
0.243,0.05,0.887,1.839,26.64,0.729,0,2,0.168,1
0.67,0.181,0.624,3.413,26.12,0.414,1,2,0.049,0
0.283,0.376,0.977,1.532,27.31,0.001,1,4,0.435,1
0.201,0.627,0.1,3.525,27.69,0.559,1,2,0.078,2
0.376,0.57,0.439,3.631,27.98,0.411,1,1,0.062,2
0.284,0.571,0.977,2.766,33.74,0.254,0,0,0.714,4
0.121,0.123,0.38,2.599,30.47,0.016,1,1,0.257,0
0.294,0.18,0.74,1.954,30.7,0.159,0,4,0.639,3
0.426,0.059,0.03,2.355,32.44,0.129,0,1,0.571,0
0.431,0.508,0.695,3.142,33.29,0.466,1,1,0.141,2
0.314,0.055,0.935,1.964,26.04,0.616,0,1,0.386,1
0.368,0.366,0.383,4.479,34.57,0.188,0,2,0.066,4
0.679,0.169,0.021,4.132,35.88,0.558,1,0,0.422,3
0.326,0.166,0.028,2.066,27.22,0.72,0,1,0.182,1
0.255,0.644,0.892,1.258,32.51,0.497,1,3,0.096,3
0.246,0.494,0.723,0.801,26.02,0.621,1,0,0.317,4
0.375,0.546,0.107,3.605,26.49,0.163,1,0,0.003,5
0.556,0.376,0.055,1.793,28.85,0.06,1,3,0.758,6
0.224,0.567,0.805,0.859,34.46,0.292,1,4,0.158,4
0.526,0.423,0.81,2.488,32.53,0.567,0,4,0.626,6
0.113,0.616,0.121,5.321,30.46,0.549,0,0,0.833,3
0.351,0.19,0.302,4.043,30.39,0.764,0,2,0.917,2
0.566,0.391,0.78,4.831,30.66,0.504,0,4,0.558,1
0.303,0.452,0.525,1.48,29.11,0.329,1,4,0.788,1
0.438,0.261,0.957,1.144,34.78,0.638,0,1,0.455,6
0.223,0.573,0.481,0.854,31.68,0.122,0,1,0.49,0
0.545,0.637,0.677,5.292,30.84,0.65,1,4,0.547,1
0.131,0.326,0.51,2.211,30.65,0.293,1,2,0.67,6
0.612,0.26,0.943,2.96,35.36,0.123,0,1,0.67,2
0.219,0.312,0.399,2.654,33.24,0.13,1,2,0.785,2
0.625,0.556,0.23,4.233,27.45,0.787,1,0,0.617,3
0.312,0.423,0.327,2.257,30.37,0.499,0,2,0.883,0
0.534,0.039,0.853,3.317,28.88,0.139,0,1,0.709,1
0.292,0.357,0.498,5.479,35.87,0.215,0,3,0.929,1
0.644,0.021,0.354,2.887,30.15,0.298,1,2,0.75,6
0.176,0.508,0.544,3.391,26.68,0.045,0,4,0.739,4
0.207,0.22,0.133,3.162,30.11,0.087,0,2,0.86,3
0.396,0.312,0.005,4.575,29.21,0.609,0,2,0.656,6
0.149,0.521,0.281,2.054,32.0,0.629,0,2,0.18,5
0.218,0.04,0.605,1.601,28.26,0.791,0,4,0.083,0
0.666,0.111,0.712,4.344,26.36,0.054,0,2,0.316,2
0.686,0.265,0.827,2.753,26.96,0.711,0,3,0.814,1
0.326,0.157,0.927,5.095,28.83,0.254,0,4,0.022,1
0.654,0.226,0.412,3.828,29.48,0.262,1,3,0.15,5
0.427,0.649,0.741,3.452,34.34,0.102,1,3,0.106,4
0.262,0.538,0.075,1.131,28.7,0.789,1,3,0.037,4
0.521,0.576,0.058,4.233,26.31,0.785,1,4,0.81,1
0.495,0.61,0.125,4.024,33.81,0.692,1,1,0.28,1
0.693,0.228,0.449,3.808,34.69,0.073,0,4,0.729,4
0.259,0.2,0.211,2.059,30.92,0.673,0,2,0.142,2
0.503,0.16,0.287,5.25,28.85,0.508,0,3,0.409,6
0.131,0.541,0.648,2.312,33.72,0.103,1,2,0.116,6
0.168,0.445,0.359,1.515,26.09,0.209,1,3,0.002,1
0.102,0.161,0.557,5.44,35.24,0.551,0,3,0.613,3
0.7,0.251,0.412,4.307,34.66,0.643,1,2,0.481,1
0.581,0.334,0.169,2.749,31.45,0.678,0,0,0.417,3
0.572,0.348,0.074,5.199,28.78,0.435,0,3,0.079,4
0.406,0.579,0.236,1.228,26.33,0.428,1,0,0.588,5
0.28,0.254,0.058,1.212,36.0,0.547,0,4,0.78,6
0.191,0.591,0.619,4.008,33.62,0.622,1,3,0.067,5
0.271,0.292,0.796,1.636,29.39,0.136,0,3,0.413,2
0.326,0.488,0.34,5.111,26.19,0.592,0,4,0.312,0
0.554,0.605,0.387,4.75,32.39,0.273,1,2,0.892,0
0.424,0.591,0.816,2.24,35.87,0.307,1,2,0.263,0
0.146,0.046,0.223,4.978,33.07,0.062,1,0,0.944,4
0.111,0.142,0.119,1.002,26.84,0.471,1,4,0.828,4
0.161,0.315,0.501,3.379,30.02,0.075,0,3,0.1,1
0.346,0.286,0.646,5.197,27.09,0.731,0,0,0.481,2
0.66,0.42,0.6,4.82,35.12,0.497,0,2,0.649,6
0.482,0.615,0.714,2.474,29.3,0.792,1,3,0.593,2
0.581,0.082,0.057,1.659,33.33,0.197,0,2,0.679,1
0.38,0.299,0.428,1.79,26.85,0.544,1,0,0.426,2
0.317,0.133,0.239,3.218,27.28,0.772,0,2,0.905,2
0.165,0.582,0.759,3.605,32.79,0.239,1,2,0.27,1
0.626,0.627,0.873,0.954,34.43,0.077,0,4,0.094,6
0.57,0.316,0.281,2.744,28.01,0.507,0,0,0.978,5
0.201,0.077,0.095,4.703,30.18,0.293,0,3,0.652,6
0.407,0.513,0.253,2.888,32.19,0.218,1,2,0.659,4
0.392,0.456,0.104,1.595,33.96,0.795,1,2,0.818,0
0.475,0.237,0.322,5.288,32.28,0.603,0,1,0.421,5
0.668,0.578,0.538,2.051,26.95,0.388,0,0,0.386,5
0.448,0.635,0.974,4.553,31.43,0.04,0,0,0.949,1
0.424,0.367,0.399,1.711,34.85,0.153,1,3,0.387,1
0.13,0.372,0.22,2.789,34.68,0.239,0,4,0.078,0
0.138,0.2,0.167,3.105,31.85,0.39,0,3,0.308,0
0.212,0.384,0.173,3.153,35.96,0.398,1,0,0.874,3
0.119,0.291,0.193,3.227,27.05,0.02,0,2,0.095,3
0.546,0.203,0.762,1.857,30.79,0.755,1,4,0.717,3
0.534,0.053,0.061,3.225,33.75,0.434,1,4,0.266,4
0.182,0.172,0.997,3.064,27.41,0.016,0,0,0.746,1
0.602,0.137,0.523,1.781,35.73,0.561,0,0,0.515,3
0.193,0.357,0.544,5.445,29.54,0.057,1,3,0.637,4
0.281,0.395,0.358,4.868,29.5,0.577,0,1,0.243,0
0.249,0.399,0.69,4.972,28.13,0.561,1,0,0.168,3
0.323,0.258,0.471,4.022,28.88,0.788,1,0,0.063,1
